orientacaoVoto,codTipoLideranca,siglaPartidoBloco,codPartidoBloco,id_votacao
,B,Bl UniPpFdrPsdbCid...,,2381043-45
Não,B,Fdr PT-PCdoB-PV,,2381043-45
Sim,P,NOVO,37901.0,2381043-45
Sim,P,PL,37906.0,2381043-45
Não,B,Bl MdbPsdRepPode,,2381043-45
Obstrução,B,Minoria,,2381043-66
Sim,B,Bl UniPpFdrPsdbCid...,,2381043-66
Sim,B,Bl MdbPsdRepPode,,2381043-66
Sim,B,Fdr PT-PCdoB-PV,,2381043-66
Obstrução,P,NOVO,37901.0,2381043-66
Sim,B,Governo,,2381043-66
Sim,B,Maioria,,2381043-66
Sim,B,Fdr PSOL-REDE,,2381043-66
Obstrução,P,PL,37906.0,2381043-66
Obstrução,B,Oposição,,2381043-66
Não,B,Minoria,,2381043-63
Sim,B,Bl UniPpFdrPsdbCid...,,2381043-63
Não,P,NOVO,37901.0,2381043-63
Sim,B,Maioria,,2381043-63
Não,P,PL,37906.0,2381043-63
Sim,B,Fdr PSOL-REDE,,2381043-63
Sim,B,Bl MdbPsdRepPode,,2381043-63
Sim,B,Fdr PT-PCdoB-PV,,2381043-63
Sim,B,Governo,,2381043-63
Não,B,Oposição,,2381043-63
Sim,B,Oposição,,2381043-35
Não,B,Bl MdbPsdRepPode,,2381043-35
Não,B,Fdr PT-PCdoB-PV,,2381043-35
Não,B,Bl UniPpFdrPsdbCid...,,2381043-35
Não,B,Governo,,2381043-35
Não,B,Fdr PSOL-REDE,,2381043-35
Não,B,Maioria,,2381043-35
Sim,B,Minoria,,2381043-35
Sim,P,NOVO,37901.0,2381043-35
Sim,P,PL,37906.0,2381043-35
Sim,P,NOVO,37901.0,2382257-49
Sim,B,Fdr PSOL-REDE,,2382257-49
Sim,P,PL,37906.0,2382257-49
Sim,B,Maioria,,2382257-49
Sim,B,Minoria,,2382257-49
Sim,B,Bl MdbPsdRepPode,,2382257-49
Sim,B,Fdr PT-PCdoB-PV,,2382257-49
Sim,B,Bl UniPpFdrPsdbCid...,,2382257-49
Sim,P,PSB,36832.0,2382257-49
Sim,B,Oposição,,2382257-49
Sim,B,Governo,,2382257-49
Sim,B,Oposição,,2383287-50
Não,B,Bl MdbPsdRepPode,,2383287-50
Não,B,Fdr PT-PCdoB-PV,,2383287-50
Sim,P,NOVO,37901.0,2383287-50
Não,B,Bl UniPpFdrPsdbCid...,,2383287-50
Não,B,Governo,,2383287-50
Sim,B,Minoria,,2383287-50
Não,B,Fdr PSOL-REDE,,2383287-50
Não,B,Maioria,,2383287-50
Sim,P,PL,37906.0,2383287-50
Sim,B,Minoria,,2383287-23
Não,B,Bl UniPpFdrPsdbCid...,,2383287-23
Não,B,Bl MdbPsdRepPode,,2383287-23
Não,B,Fdr PT-PCdoB-PV,,2383287-23
Sim,P,NOVO,37901.0,2383287-23
Não,B,Maioria,,2383287-23
Não,B,Governo,,2383287-23
Não,B,Fdr PSOL-REDE,,2383287-23
Sim,P,PL,37906.0,2383287-23
Sim,B,Oposição,,2383287-23
Não,B,Bl MdbPsdRepPode,,2383287-53
Não,B,Governo,,2383287-53
Sim,B,Oposição,,2383287-53
Não,B,Maioria,,2383287-53
Não,B,Fdr PT-PCdoB-PV,,2383287-53
Sim,P,PL,37906.0,2383287-53
Não,B,Bl UniPpFdrPsdbCid...,,2383287-53
Sim,P,NOVO,37901.0,2383287-53
Sim,B,Minoria,,2383287-53
Não,B,Fdr PSOL-REDE,,2383287-53
Sim,P,PL,37906.0,2383287-61
Sim,B,Oposição,,2383287-61
Não,B,Bl MdbPsdRepPode,,2383287-61
Não,B,Fdr PSOL-REDE,,2383287-61
Não,B,Bl UniPpFdrPsdbCid...,,2383287-61
Sim,P,NOVO,37901.0,2383287-61
Sim,B,Minoria,,2383287-61
Não,B,Governo,,2383287-61
Não,B,Fdr PT-PCdoB-PV,,2383287-61
Não,B,Maioria,,2383287-61
Sim,B,Governo,,2383287-43
Sim,B,Bl MdbPsdRepPode,,2383287-43
Sim,B,Maioria,,2383287-43
Sim,B,Fdr PSOL-REDE,,2383287-43
Não,B,Minoria,,2383287-43
Não,P,NOVO,37901.0,2383287-43
Sim,B,Bl UniPpFdrPsdbCid...,,2383287-43
Sim,B,Fdr PT-PCdoB-PV,,2383287-43
Não,P,PL,37906.0,2383287-43
Não,B,Oposição,,2383287-43
Não,B,Governo,,2383287-47
Sim,P,NOVO,37901.0,2383287-47
Não,B,Fdr PSOL-REDE,,2383287-47
Não,B,Bl MdbPsdRepPode,,2383287-47
Sim,P,PL,37906.0,2383287-47
Não,B,Fdr PT-PCdoB-PV,,2383287-47
Não,B,Maioria,,2383287-47
Sim,B,Minoria,,2383287-47
Não,B,Bl UniPpFdrPsdbCid...,,2383287-47
Sim,B,Oposição,,2383287-47
Não,B,Bl UniPpFdrPsdbCid...,,2383287-41
Sim,P,NOVO,37901.0,2383287-41
Sim,B,Minoria,,2383287-41
Não,B,Fdr PT-PCdoB-PV,,2383287-41
Não,B,Fdr PSOL-REDE,,2383287-41
Sim,B,Oposição,,2383287-41
Sim,P,PL,37906.0,2383287-41
Não,B,Governo,,2383287-41
Não,B,Maioria,,2383287-41
Não,B,Bl MdbPsdRepPode,,2383287-41
Sim,P,NOVO,37901.0,2383287-30
Sim,B,Oposição,,2383287-30
Sim,B,Minoria,,2383287-30
Não,B,Fdr PSOL-REDE,,2383287-30
Sim,P,PL,37906.0,2383287-30
Não,B,Fdr PT-PCdoB-PV,,2383287-30
Não,B,Bl UniPpFdrPsdbCid...,,2383287-30
Liberado,B,Bl MdbPsdRepPode,,2383287-30
Não,B,Governo,,2383287-30
Não,B,Maioria,,2383287-30
Obstrução,B,Fdr PT-PCdoB-PV,,2383411-50
Obstrução,B,Governo,,2383411-50
Não,P,UNIÃO,38009.0,2383411-50
Não,P,PSD,36834.0,2383411-50
Não,B,Minoria,,2383411-50
Obstrução,B,Maioria,,2383411-50
Não,B,Oposição,,2383411-50
Sim,B,Fdr PSOL-REDE,,2383411-59
Não,B,Minoria,,2383411-59
Sim,B,Maioria,,2383411-59
Não,B,Oposição,,2383411-59
Não,P,NOVO,37901.0,2383411-59
Não,P,UNIÃO,38009.0,2383411-59
Obstrução,B,Governo,,2383411-59
Não,P,PL,37906.0,2383411-59
Não,P,PSD,36834.0,2383411-59
Sim,B,Fdr PT-PCdoB-PV,,2383411-59
Não,B,Governo,,2383411-63
Sim,B,Minoria,,2383411-63
Sim,B,Oposição,,2383411-63
Sim,P,UNIÃO,38009.0,2383411-63
Sim,P,PL,37906.0,2383411-63
Sim,P,NOVO,37901.0,2383411-63
Não,B,Fdr PT-PCdoB-PV,,2383411-63
Não,B,Fdr PSOL-REDE,,2383411-63
Não,B,Maioria,,2383411-63
Não,B,Bl MdbPsdRepPode,,2384692-45
Não,B,Maioria,,2384692-45
Obstrução,B,Oposição,,2384692-45
Não,B,Bl UniPpFdrPsdbCid...,,2384692-45
Obstrução,B,Minoria,,2384692-45
Não,B,Governo,,2384692-45
Não,B,Fdr PT-PCdoB-PV,,2384692-45
Obstrução,P,NOVO,37901.0,2384692-45
,B,Fdr PSOL-REDE,,2384692-45
Obstrução,P,PL,37906.0,2384692-45
Obstrução,P,PL,37906.0,2384692-38
Obstrução,B,Minoria,,2384692-38
Não,B,Bl MdbPsdRepPode,,2384692-38
Obstrução,B,Oposição,,2384692-38
Não,B,Bl UniPpFdrPsdbCid...,,2384692-38
Não,B,Governo,,2384692-38
Não,B,Fdr PT-PCdoB-PV,,2384692-38
,B,Fdr PSOL-REDE,,2384692-38
Obstrução,P,NOVO,37901.0,2384692-38
Não,B,Maioria,,2384692-38
Não,B,Maioria,,2384692-49
Obstrução,B,Oposição,,2384692-49
Não,B,Bl MdbPsdRepPode,,2384692-49
Não,B,Governo,,2384692-49
Obstrução,P,NOVO,37901.0,2384692-49
Obstrução,B,Minoria,,2384692-49
Não,B,Fdr PT-PCdoB-PV,,2384692-49
Obstrução,P,PL,37906.0,2384692-49
Não,B,Bl UniPpFdrPsdbCid...,,2384692-49
,B,Fdr PSOL-REDE,,2384692-49
Obstrução,B,Oposição,,2384692-31
,B,Fdr PSOL-REDE,,2384692-31
Sim,B,Bl UniPpFdrPsdbCid...,,2384692-31
Sim,B,Maioria,,2384692-31
Obstrução,P,NOVO,37901.0,2384692-31
Obstrução,B,Minoria,,2384692-31
Sim,B,Bl MdbPsdRepPode,,2384692-31
Sim,B,Governo,,2384692-31
Obstrução,P,PL,37906.0,2384692-31
Sim,B,Fdr PT-PCdoB-PV,,2384692-31
Não,B,Bl MdbPsdRepPode,,2384692-43
Obstrução,P,NOVO,37901.0,2384692-43
Não,B,Bl UniPpFdrPsdbCid...,,2384692-43
Obstrução,P,PL,37906.0,2384692-43
,B,Fdr PSOL-REDE,,2384692-43
Não,B,Maioria,,2384692-43
Obstrução,B,Oposição,,2384692-43
Não,B,Governo,,2384692-43
Obstrução,B,Minoria,,2384692-43
Não,B,Fdr PT-PCdoB-PV,,2384692-43
Sim,B,Bl UniPpFdrPsdbCid...,,2384692-35
Sim,B,Maioria,,2384692-35
Sim,B,Bl MdbPsdRepPode,,2384692-35
Obstrução,B,Oposição,,2384692-35
Obstrução,P,NOVO,37901.0,2384692-35
Obstrução,P,PL,37906.0,2384692-35
,B,Fdr PSOL-REDE,,2384692-35
Sim,B,Fdr PT-PCdoB-PV,,2384692-35
Sim,B,Governo,,2384692-35
Obstrução,B,Minoria,,2384692-35
Obstrução,P,NOVO,37901.0,2384692-33
,B,Fdr PSOL-REDE,,2384692-33
Sim,B,Bl MdbPsdRepPode,,2384692-33
Obstrução,B,Oposição,,2384692-33
Obstrução,B,Minoria,,2384692-33
Sim,B,Governo,,2384692-33
Obstrução,P,PL,37906.0,2384692-33
Sim,B,Fdr PT-PCdoB-PV,,2384692-33
Sim,B,Bl UniPpFdrPsdbCid...,,2384692-33
Sim,B,Maioria,,2384692-33
Não,B,Bl UniPpFdrPsdbCid...,,2384692-27
Obstrução,P,NOVO,37901.0,2384692-27
Obstrução,B,Minoria,,2384692-27
,B,Fdr PSOL-REDE,,2384692-27
Obstrução,P,PL,37906.0,2384692-27
Obstrução,B,Oposição,,2384692-27
Não,B,Maioria,,2384692-27
Não,B,Bl MdbPsdRepPode,,2384692-27
Não,B,Fdr PT-PCdoB-PV,,2384692-27
Não,B,Governo,,2384692-27
Não,B,Bl UniPpFdrPsdbCid...,,2384692-21
,B,Fdr PSOL-REDE,,2384692-21
Não,B,Bl MdbPsdRepPode,,2384692-21
Não,B,Maioria,,2384692-21
Não,B,Governo,,2384692-21
Não,B,Fdr PT-PCdoB-PV,,2384692-21
Obstrução,P,NOVO,37901.0,2384692-21
Obstrução,B,Minoria,,2384692-21
Obstrução,P,PL,37906.0,2384692-21
Obstrução,B,Oposição,,2384692-21
Não,P,PDT,36786.0,2384733-25
Não,B,Fdr PT-PCdoB-PV,,2384733-25
Não,B,Fdr PSOL-REDE,,2384733-25
Sim,P,PL,37906.0,2384733-25
Sim,P,PODE,36896.0,2384733-25
Sim,B,Minoria,,2384733-25
Sim,P,REPUBLICANOS,37908.0,2384733-25
Sim,P,PSD,36834.0,2384733-25
Não,P,PSB,36832.0,2384733-25
Sim,B,Oposição,,2384733-25
Não,B,Governo,,2384733-25
Obstrução,P,UNIÃO,38009.0,2385037-3
Obstrução,P,UNIÃO,38009.0,2385037-2
Não,B,Fdr PSOL-REDE,,2388491-7
Sim,B,Minoria,,2388491-7
Não,B,Maioria,,2388491-7
Não,B,Fdr PT-PCdoB-PV,,2388491-7
Sim,B,Bl UniPpFdrPsdbCid...,,2388491-7
Não,P,PSB,36832.0,2388491-7
Liberado,B,Bl MdbPsdRepPode,,2388491-7
Não,B,Governo,,2388491-7
Sim,P,NOVO,37901.0,2388491-7
Sim,P,PL,37906.0,2388491-7
Sim,B,Oposição,,2388491-7
Não,P,PL,37906.0,2427395-8
Não,P,NOVO,37901.0,2427395-8
Sim,B,Bl UniPpFdrPsdbCid...,,2427395-8
Não,B,Minoria,,2427395-8
,P,PSB,36832.0,2427395-8
Sim,B,Maioria,,2427395-8
Sim,B,Fdr PSOL-REDE,,2427395-8
Não,B,Oposição,,2427395-8
Sim,B,Governo,,2427395-8
Sim,B,Bl MdbPsdRepPode,,2427395-8
Sim,B,Fdr PT-PCdoB-PV,,2427395-8
Não,B,Bl UniPpFdrPsdbCid...,,2387035-55
Não,B,Fdr PT-PCdoB-PV,,2387035-55
Não,B,Fdr PSOL-REDE,,2387035-55
Obstrução,B,Minoria,,2387035-55
,B,Maioria,,2387035-55
Obstrução,P,PL,37906.0,2387035-55
Obstrução,B,Oposição,,2387035-55
Não,B,Bl MdbPsdRepPode,,2387035-55
Obstrução,P,NOVO,37901.0,2387035-55
Não,B,Governo,,2387035-55
Não,B,Fdr PSOL-REDE,,2387035-44
Não,B,Governo,,2387035-44
Não,B,Maioria,,2387035-44
Não,B,Bl UniPpFdrPsdbCid...,,2387035-44
Obstrução,P,NOVO,37901.0,2387035-44
Não,B,Fdr PT-PCdoB-PV,,2387035-44
Não,B,Bl MdbPsdRepPode,,2387035-44
Obstrução,B,Minoria,,2387035-44
Obstrução,B,Oposição,,2387035-44
Obstrução,P,PL,37906.0,2387035-44
,B,Governo,,2387066-94
Sim,P,PL,37906.0,2387066-94
Sim,B,Oposição,,2387066-94
Liberado,B,Bl MdbPsdRepPode,,2387066-94
Sim,B,Bl UniPpFdrPsdbCid...,,2387066-94
Não,B,Fdr PSOL-REDE,,2387066-94
Sim,P,NOVO,37901.0,2387066-94
Sim,B,Minoria,,2387066-94
Não,B,Fdr PT-PCdoB-PV,,2387066-94
Liberado,B,Maioria,,2387066-94
Sim,B,Bl UniPpFdrPsdbCid...,,2387266-8
Sim,B,Minoria,,2387266-8
Não,B,Fdr PSOL-REDE,,2387266-8
Não,P,NOVO,37901.0,2387266-8
Liberado,B,Oposição,,2387266-8
Sim,B,Bl MdbPsdRepPode,,2387266-8
Sim,B,Governo,,2387266-8
Sim,B,Fdr PT-PCdoB-PV,,2387266-8
Sim,P,PL,37906.0,2387266-8
Sim,B,Maioria,,2387266-8
Liberado,B,Bl MdbPsdRepPode,,2387264-8
Não,B,Fdr PSOL-REDE,,2387264-8
,B,Governo,,2387264-8
Liberado,B,Oposição,,2387264-8
Sim,B,Minoria,,2387264-8
Não,P,NOVO,37901.0,2387264-8
Sim,P,PL,37906.0,2387264-8
Sim,B,Bl UniPpFdrPsdbCid...,,2387264-8
Sim,B,Maioria,,2387264-8
Sim,B,Fdr PT-PCdoB-PV,,2387264-8
Não,B,Fdr PSOL-REDE,,2387067-33
,B,Maioria,,2387067-33
,B,Governo,,2387067-33
Sim,B,Bl MdbPsdRepPode,,2387067-33
,B,Minoria,,2387067-33
Sim,B,Bl UniPpFdrPsdbCid...,,2387067-33
Sim,P,PL,37906.0,2387067-33
Liberado,B,Oposição,,2387067-33
Não,P,NOVO,37901.0,2387067-33
Sim,B,Fdr PT-PCdoB-PV,,2387067-33
Sim,P,NOVO,37901.0,2387066-78
Liberado,B,Maioria,,2387066-78
,B,Governo,,2387066-78
Sim,B,Fdr PSOL-REDE,,2387066-78
Não,B,Bl UniPpFdrPsdbCid...,,2387066-78
Não,P,PL,37906.0,2387066-78
Sim,B,Fdr PT-PCdoB-PV,,2387066-78
Liberado,B,Bl MdbPsdRepPode,,2387066-78
Liberado,B,Oposição,,2387066-78
Não,B,Minoria,,2387066-78
Não,B,Fdr PT-PCdoB-PV,,2387066-101
Não,B,Maioria,,2387066-101
Liberado,B,Bl MdbPsdRepPode,,2387066-101
Não,B,Fdr PSOL-REDE,,2387066-101
Não,P,NOVO,37901.0,2387066-101
,B,Governo,,2387066-101
Não,B,Minoria,,2387066-101
Não,B,Bl UniPpFdrPsdbCid...,,2387066-101
Não,P,PL,37906.0,2387066-101
Liberado,B,Oposição,,2387066-101
Liberado,B,Oposição,,2387066-89
Sim,B,Fdr PSOL-REDE,,2387066-89
Sim,P,NOVO,37901.0,2387066-89
Não,B,Bl UniPpFdrPsdbCid...,,2387066-89
,B,Governo,,2387066-89
Liberado,B,Maioria,,2387066-89
Não,B,Minoria,,2387066-89
Sim,B,Fdr PT-PCdoB-PV,,2387066-89
Não,P,PL,37906.0,2387066-89
Liberado,B,Bl MdbPsdRepPode,,2387066-89
Liberado,B,Bl MdbPsdRepPode,,2387066-70
,B,Governo,,2387066-70
Não,B,Fdr PT-PCdoB-PV,,2387066-70
Não,B,Bl UniPpFdrPsdbCid...,,2387066-70
Não,B,Maioria,,2387066-70
Sim,P,NOVO,37901.0,2387066-70
Liberado,B,Minoria,,2387066-70
Liberado,B,Oposição,,2387066-70
Sim,B,Fdr PSOL-REDE,,2387066-70
Não,P,PL,37906.0,2387066-70
Não,B,Bl MdbPsdRepPode,,2387066-84
Não,B,Oposição,,2387066-84
Sim,B,Fdr PSOL-REDE,,2387066-84
,B,Governo,,2387066-84
Não,B,Minoria,,2387066-84
Liberado,B,Maioria,,2387066-84
Não,P,PL,37906.0,2387066-84
Não,P,NOVO,37901.0,2387066-84
Sim,B,Fdr PT-PCdoB-PV,,2387066-84
Não,B,Bl UniPpFdrPsdbCid...,,2387066-84
Não,P,NOVO,37901.0,2387066-80
Não,B,Oposição,,2387066-80
Liberado,B,Bl UniPpFdrPsdbCid...,,2387066-80
Não,B,Fdr PT-PCdoB-PV,,2387066-80
Não,B,Maioria,,2387066-80
Não,B,Minoria,,2387066-80
Não,B,Fdr PSOL-REDE,,2387066-80
Não,B,Bl MdbPsdRepPode,,2387066-80
,B,Governo,,2387066-80
Não,P,PL,37906.0,2387066-80
Não,B,Fdr PT-PCdoB-PV,,2387066-44
Não,B,Oposição,,2387066-44
Não,P,PL,37906.0,2387066-44
,B,Governo,,2387066-44
Sim,B,Fdr PSOL-REDE,,2387066-44
Liberado,B,Bl MdbPsdRepPode,,2387066-44
Não,B,Minoria,,2387066-44
Sim,P,NOVO,37901.0,2387066-44
Não,B,Maioria,,2387066-44
Não,B,Bl UniPpFdrPsdbCid...,,2387066-44
Liberado,B,Oposição,,2387066-55
Não,B,Fdr PT-PCdoB-PV,,2387066-55
Sim,P,NOVO,37901.0,2387066-55
Sim,B,Fdr PSOL-REDE,,2387066-55
,B,Governo,,2387066-55
Não,P,PL,37906.0,2387066-55
Não,B,Minoria,,2387066-55
,B,Maioria,,2387066-55
Não,B,Bl UniPpFdrPsdbCid...,,2387066-55
Liberado,B,Bl MdbPsdRepPode,,2387066-55
Não,B,Maioria,,2387066-100
,B,Oposição,,2387066-100
Sim,P,PL,37906.0,2387066-100
Não,B,Bl MdbPsdRepPode,,2387066-100
Sim,B,Fdr PSOL-REDE,,2387066-100
Não,B,Fdr PT-PCdoB-PV,,2387066-100
Não,B,Bl UniPpFdrPsdbCid...,,2387066-100
Sim,P,NOVO,37901.0,2387066-100
,B,Governo,,2387066-100
Sim,B,Minoria,,2387066-100
Não,B,Minoria,,2387066-91
Não,P,PL,37906.0,2387066-91
Não,B,Oposição,,2387066-91
Liberado,B,Maioria,,2387066-91
,B,Governo,,2387066-91
Sim,B,Fdr PSOL-REDE,,2387066-91
Não,B,Bl UniPpFdrPsdbCid...,,2387066-91
Sim,B,Bl MdbPsdRepPode,,2387066-91
Sim,B,Fdr PT-PCdoB-PV,,2387066-91
Não,P,NOVO,37901.0,2387066-91
Sim,B,Governo,,2407521-8
Sim,B,Maioria,,2407521-8
Liberado,B,Oposição,,2407521-8
Sim,B,Bl MdbPsdRepPode,,2407521-8
Sim,B,Fdr PT-PCdoB-PV,,2407521-8
Não,P,NOVO,37901.0,2407521-8
Liberado,P,PL,37906.0,2407521-8
Liberado,B,Minoria,,2407521-8
Sim,B,Fdr PSOL-REDE,,2407521-8
Sim,B,Bl UniPpFdrPsdbCid...,,2407521-8
Não,B,Fdr PSOL-REDE,,2387066-63
Liberado,B,Minoria,,2387066-63
Liberado,B,Bl MdbPsdRepPode,,2387066-63
,B,Maioria,,2387066-63
,B,Governo,,2387066-63
Sim,B,Bl UniPpFdrPsdbCid...,,2387066-63
Sim,B,Fdr PT-PCdoB-PV,,2387066-63
Não,P,NOVO,37901.0,2387066-63
Liberado,B,Oposição,,2387066-63
Sim,P,PL,37906.0,2387066-63
,B,Bl UniPpFdrPsdbCid...,,2387579-35
Sim,B,Bl MdbPsdRepPode,,2387579-35
,B,Fdr PSOL-REDE,,2387579-35
Sim,B,Maioria,,2387579-35
Obstrução,P,NOVO,37901.0,2387579-35
Sim,B,Fdr PT-PCdoB-PV,,2387579-35
Obstrução,B,Minoria,,2387579-35
Obstrução,P,PL,37906.0,2387579-35
Sim,B,Governo,,2387579-35
Obstrução,B,Oposição,,2387579-35
Sim,B,Bl UniPpFdrPsdbCid...,,2387579-37
Sim,B,Maioria,,2387579-37
Sim,B,Governo,,2387579-37
Obstrução,P,NOVO,37901.0,2387579-37
Obstrução,B,Minoria,,2387579-37
Sim,B,Fdr PT-PCdoB-PV,,2387579-37
Sim,B,Bl MdbPsdRepPode,,2387579-37
Obstrução,B,Oposição,,2387579-37
,B,Fdr PSOL-REDE,,2387579-37
Obstrução,P,PL,37906.0,2387579-37
Sim,B,Governo,,2387579-40
Obstrução,B,Minoria,,2387579-40
Sim,B,Fdr PT-PCdoB-PV,,2387579-40
Sim,B,Bl MdbPsdRepPode,,2387579-40
Sim,B,Bl UniPpFdrPsdbCid...,,2387579-40
Obstrução,B,Oposição,,2387579-40
,B,Fdr PSOL-REDE,,2387579-40
Sim,B,Maioria,,2387579-40
Obstrução,P,PL,37906.0,2387579-40
Obstrução,P,NOVO,37901.0,2387579-40
Sim,B,Fdr PT-PCdoB-PV,,2387579-46
,B,Fdr PSOL-REDE,,2387579-46
Obstrução,B,Minoria,,2387579-46
Sim,B,Maioria,,2387579-46
Obstrução,B,Oposição,,2387579-46
Obstrução,P,NOVO,37901.0,2387579-46
Sim,B,Governo,,2387579-46
Obstrução,P,PL,37906.0,2387579-46
Sim,B,Bl UniPpFdrPsdbCid...,,2387579-46
Sim,B,Bl MdbPsdRepPode,,2387579-46
Sim,B,Maioria,,2387579-49
Obstrução,B,Minoria,,2387579-49
,B,Fdr PSOL-REDE,,2387579-49
Sim,B,Governo,,2387579-49
Sim,B,Bl MdbPsdRepPode,,2387579-49
Obstrução,P,NOVO,37901.0,2387579-49
Obstrução,P,PL,37906.0,2387579-49
Sim,B,Fdr PT-PCdoB-PV,,2387579-49
Obstrução,B,Oposição,,2387579-49
Sim,B,Bl UniPpFdrPsdbCid...,,2387579-49
,B,Fdr PSOL-REDE,,2387579-19
Obstrução,B,Oposição,,2387579-19
,B,Bl UniPpFdrPsdbCid...,,2387579-19
Não,B,Fdr PT-PCdoB-PV,,2387579-19
Não,B,Bl MdbPsdRepPode,,2387579-19
Não,B,Maioria,,2387579-19
Não,B,Governo,,2387579-19
Obstrução,B,Minoria,,2387579-19
Obstrução,P,PL,37906.0,2387579-19
Obstrução,P,NOVO,37901.0,2387579-19
,B,Maioria,,2387579-27
,B,Fdr PSOL-REDE,,2387579-27
Obstrução,B,Minoria,,2387579-27
Obstrução,B,Oposição,,2387579-27
Obstrução,P,PL,37906.0,2387579-27
Não,B,Governo,,2387579-27
Obstrução,P,NOVO,37901.0,2387579-27
Não,B,Bl MdbPsdRepPode,,2387579-27
Não,B,Fdr PT-PCdoB-PV,,2387579-27
,B,Bl UniPpFdrPsdbCid...,,2387579-27
,B,Fdr PSOL-REDE,,2387579-43
Sim,B,Bl MdbPsdRepPode,,2387579-43
Sim,B,Maioria,,2387579-43
Obstrução,P,PL,37906.0,2387579-43
,B,Bl UniPpFdrPsdbCid...,,2387579-43
Obstrução,B,Oposição,,2387579-43
Sim,B,Governo,,2387579-43
Sim,B,Fdr PT-PCdoB-PV,,2387579-43
Obstrução,P,NOVO,37901.0,2387579-43
Obstrução,B,Minoria,,2387579-43
Sim,B,Governo,,2388029-94
Sim,B,Fdr PT-PCdoB-PV,,2388029-94
Sim,B,Maioria,,2388029-94
Sim,P,PL,37906.0,2388029-94
Sim,B,Oposição,,2388029-94
Sim,B,Fdr PSOL-REDE,,2388029-94
Sim,P,PSB,36832.0,2388029-94
Sim,P,NOVO,37901.0,2388029-94
Sim,B,Bl MdbPsdRepPode,,2388029-94
Sim,B,Minoria,,2388029-94
Sim,B,Bl UniPpFdrPsdbCid...,,2388029-94
Sim,B,Bl MdbPsdRepPode,,2388029-86
Sim,B,Governo,,2388029-86
Sim,B,Bl UniPpFdrPsdbCid...,,2388029-86
Sim,B,Fdr PT-PCdoB-PV,,2388029-86
Sim,B,Oposição,,2388029-86
Sim,P,PSB,36832.0,2388029-86
Sim,B,Fdr PSOL-REDE,,2388029-86
Sim,P,PL,37906.0,2388029-86
Sim,B,Maioria,,2388029-86
Sim,P,NOVO,37901.0,2388029-86
Sim,B,Minoria,,2388029-86
Sim,B,Oposição,,2388029-88
Sim,B,Bl MdbPsdRepPode,,2388029-88
Sim,B,Fdr PSOL-REDE,,2388029-88
Sim,B,Minoria,,2388029-88
Sim,B,Maioria,,2388029-88
Sim,P,PL,37906.0,2388029-88
Sim,P,NOVO,37901.0,2388029-88
Sim,B,Bl UniPpFdrPsdbCid...,,2388029-88
Sim,P,PSB,36832.0,2388029-88
Sim,B,Fdr PT-PCdoB-PV,,2388029-88
Sim,B,Governo,,2388029-88
Sim,B,Oposição,,2388837-35
Sim,B,Governo,,2388837-35
Sim,P,NOVO,37901.0,2388837-35
Sim,B,Bl UniPpFdrPsdbCid...,,2388837-35
Sim,B,Minoria,,2388837-35
,B,Maioria,,2388837-35
Sim,B,Fdr PT-PCdoB-PV,,2388837-35
Sim,P,PSB,36832.0,2388837-35
Sim,B,Bl MdbPsdRepPode,,2388837-35
Sim,B,Fdr PSOL-REDE,,2388837-35
Sim,P,PL,37906.0,2388837-35
Sim,B,Maioria,,2390639-8
Liberado,B,Minoria,,2390639-8
Liberado,B,Oposição,,2390639-8
Sim,P,PL,37906.0,2390639-8
Sim,B,Governo,,2390639-8
Sim,B,Bl UniPpFdrPsdbCid...,,2390639-8
Sim,B,Bl MdbPsdRepPode,,2390639-8
,B,Fdr PSOL-REDE,,2390639-8
Sim,B,Fdr PT-PCdoB-PV,,2390639-8
Não,P,NOVO,37901.0,2390639-8
Sim,B,Fdr PSOL-REDE,,2433398-9
Liberado,B,Oposição,,2433398-9
Sim,B,Maioria,,2433398-9
Liberado,B,Minoria,,2433398-9
Não,P,NOVO,37901.0,2433398-9
Liberado,B,Bl MdbPsdRepPode,,2433398-9
Sim,P,PSB,36832.0,2433398-9
Sim,B,Governo,,2433398-9
Sim,B,Fdr PT-PCdoB-PV,,2433398-9
Sim,P,PL,37906.0,2433398-9
Sim,B,Bl UniPpFdrPsdbCid...,,2433398-9
Sim,P,NOVO,37901.0,2391567-50
Não,B,Governo,,2391567-50
Não,B,Fdr PT-PCdoB-PV,,2391567-50
Sim,B,Minoria,,2391567-50
Não,B,Maioria,,2391567-50
Sim,B,Oposição,,2391567-50
Não,P,PDT,36786.0,2391567-50
Sim,P,REPUBLICANOS,37908.0,2391567-50
Sim,P,PL,37906.0,2391567-50
Sim,P,PP,37903.0,2391567-50
Não,B,Fdr PSOL-REDE,,2391567-50
Sim,B,Governo,,2399396-7
Não,B,Minoria,,2399396-7
Sim,B,Bl MdbPsdRepPode,,2399396-7
Sim,B,Fdr PSOL-REDE,,2399396-7
Sim,B,Bl UniPpFdrPsdbCid...,,2399396-7
Sim,B,Maioria,,2399396-7
Sim,P,PL,37906.0,2399396-7
Não,P,NOVO,37901.0,2399396-7
Liberado,B,Oposição,,2399396-7
Sim,B,Fdr PT-PCdoB-PV,,2399396-7
Sim,B,Fdr PT-PCdoB-PV,,2391935-43
Sim,B,Oposição,,2391935-43
